B04,X12,,1,13.377,13.777,14.052,14.137,14.326,14.286,14.376,14.363,14.367,14.348,14.372,14.401,14.392,14.427,14.427,14.346,14.391,14.308,14.391,14.377,14.481,14.38,14.573,14.323,14.322,14.498,14.404,14.329,14.431,14.404,14.315,14.357,14.361,14.377,14.421,14.412,14.443,14.434,14.564,14.377,14.463,14.26,14.462,14.341,14.278,14.349,14.38,14.338,14.26,14.424,14.371,14.368,14.36,14.368,14.404,14.332,14.49,14.421,14.282,14.427,14.49,14.452,14.342,14.357,14.425,14.415,14.357,14.443,14.417,14.404,14.389,14.339,14.478,14.408,14.491,14.423,14.395,14.342,14.377,14.389,14.399,14.446,14.37,14.479,14.377,14.425,14.382,14.379,14.425,14.547,14.351,14.444,14.346,14.456,14.434,14.453,14.482,14.346,14.356,14.254,14.364,14.447,14.42,14.437,14.273,14.465,14.356,14.425,14.322,14.362,14.399,14.527,14.408,14.334,14.491,14.456,14.408,14.343,14.545,14.536,14.428,14.518,14.362,14.536,14.547,14.296,14.417,14.446,14.425,14.479,14.462,14.428,14.574,14.553,14.354,14.613,14.627,14.47,14.388,14.613,14.488,14.491,14.405,14.571,14.465,14.482,14.571,14.555,14.455,14.537,14.463,14.406,14.662,14.342,14.514,14.546,14.491,14.491,14.597,14.472,14.6,14.653,14.443,14.431,14.532,14.609,14.564,14.535,14.526,14.593,14.504,14.602,14.469,14.452
B05,X13,,1,13.525,14.007,14.233,14.242,14.406,14.42,14.349,14.552,14.557,14.62,14.7,14.812,14.777,14.73,14.895,14.98,14.943,15.026,15.136,15.456,15.588,15.791,16.124,16.54,16.893,17.548,18.171,18.736,19.611,20.387,21.32,22.117,23.5,24.092,25.043,25.776,26.335,26.984,27.134,27.894,27.705,27.883,27.506,27.627,27.722,28.477,27.317,27.15,27.356,27.378,27.161,26.768,27.139,27.544,27.145,27.361,26.984,27.761,28.121,28.132,27.511,28.154,28.186,27.91,27.882,27.999,27.688,27.916,28.418,28.447,28.086,28.319,28.513,28.982,28.788,28.402,29.177,28.851,28.644,28.723,28.633,29.112,28.41,29.069,28.782,29.678,29.454,28.951,29.016,28.929,29.365,28.778,28.801,29.077,29.172,29.568,29.212,29.601,29.152,29.721,29.584,29.804,29.942,30.309,29.924,29.702,29.621,30.451,29.912,30.322,30.836,30.515,30.469,31.204,30.744,31.974,30.835,31.306,31.297,31.113,31.312,31.571,31.7,31.885,32.187,32.097,32.237,32.206,32.657,32.302,32.704,32.774,32.936,33.028,32.96,33.526,33.008,33.277,33.111,33.499,33.842,33.434,33.925,33.345,33.953,33.994,34.119,34.036,34.602,34.16,34.651,34.769,34.978,34.582,35.261,35.315,34.623,35.204,35.344,35.225,35.711,35.538,35.678,35.732,36.164,36.01,36.216,36.559,36.398,37.232,37.051,36.533,37.242,37.28
B06,X14,,1,12.784,13.214,13.405,13.483,13.586,13.647,13.786,13.903,13.879,13.94,14.126,14.154,14.2,14.234,14.344,14.428,14.473,14.473,14.584,14.654,14.785,14.85,15.099,15.21,15.235,15.441,15.484,15.881,15.899,16.149,16.336,16.74,17.028,17.236,17.694,18.209,18.324,19.089,19.243,19.79,20.127,20.642,20.97,21.303,21.111,21.344,21.598,21.659,21.696,21.664,21.835,21.858,21.401,21.775,22.049,21.678,21.804,22.103,21.604,21.751,21.804,21.58,21.873,21.923,21.735,21.54,21.729,21.817,21.196,21.439,21.888,21.703,21.703,21.405,21.349,21.509,21.205,21.624,21.262,21.002,21.474,21.241,21.459,21.581,21.262,21.293,21.2,21.279,21.1,21.559,21.444,21.418,21.463,21.629,21.886,21.624,21.668,21.822,21.768,21.864,22.029,21.946,21.974,21.973,22.181,22.056,22.264,22.645,22.558,22.659,22.686,22.631,22.865,22.879,22.976,22.925,23.34,23.5,23.376,23.583,23.367,23.334,23.596,23.914,23.85,23.873,24.129,24.141,24.272,24.261,24.37,24.277,24.336,24.661,24.651,24.759,24.977,25.075,25.02,25.145,25.05,25.359,25.437,25.299,25.562,25.344,25.465,25.485,25.869,25.979,25.912,26.042,26.025,25.999,26.176,26.493,26.216,26.216,26.619,26.481,26.513,26.453,26.696,26.896,26.818,27.223,26.885,27.073,27.25,27.161,26.929,27.261,27.133,27.406
B07,X15,,1,13.648,14.135,14.259,14.32,14.406,14.526,14.51,14.579,14.584,14.647,14.673,14.702,14.667,14.647,14.647,14.649,14.777,14.667,14.694,14.847,14.868,14.878,14.988,15.016,15.124,15.275,15.345,15.438,15.595,15.733,15.865,16.131,16.139,16.376,16.64,16.879,16.993,17.371,17.416,17.791,18.378,18.394,18.745,19.084,19.361,19.762,20.182,20.328,21.141,21.109,21.446,21.83,21.955,22.329,22.464,22.649,22.829,22.907,23.268,23.139,23.106,23.633,23.23,23.586,23.341,23.286,23.365,23.425,23.078,23.156,23.41,23.142,23.309,23.368,23.202,23.392,23.309,23.673,23.031,23.022,22.856,23.119,22.645,22.603,22.949,22.7,22.387,22.465,22.204,22.221,22.051,21.859,22.015,21.684,21.61,21.542,21.475,21.684,21.437,21.312,21.312,21.919,21.45,21.255,21.355,21.338,21.327,21.266,21.153,21.005,21.282,21.088,21.213,21.336,21.157,21.38,21.294,21.238,21.334,21.349,21.38,21.516,21.446,21.762,21.614,21.637,21.833,21.71,21.873,21.746,21.969,22.208,22.179,22.258,22.332,22.36,22.465,22.396,22.479,22.636,22.866,22.87,22.949,22.921,23.077,22.912,23.031,23.05,23.381,23.299,23.285,23.244,23.448,23.341,23.655,23.7,23.617,23.727,23.849,23.936,24.131,23.96,24.035,24.348,24.405,24.367,24.421,24.41,24.45,24.664,24.738,24.846,24.884,24.77
B08,X16,,1,14.561,15.131,15.32,15.577,15.727,15.779,15.824,16.094,16.21,16.118,16.257,16.208,16.425,16.382,16.409,16.442,16.628,16.738,16.794,17.059,17.194,17.229,17.343,17.426,17.751,17.88,18.032,18.126,18.309,18.586,18.966,19.263,19.556,20.067,20.245,20.926,21.152,21.776,21.929,22.399,22.819,22.722,23.139,23.078,23.444,23.37,23.902,23.573,23.693,23.411,23.333,23.605,23.508,23.328,23.572,23.425,23.577,23.24,23.24,23.693,23.549,23.883,23.562,23.559,23.313,23.425,23.503,23.092,23.271,23.295,23.521,23.059,23.198,23.119,22.926,22.921,23.059,22.953,22.838,23.105,22.939,23.008,23.224,23.156,23.446,23.114,23.243,23.321,23.445,23.326,23.487,23.624,23.56,23.836,23.928,24.052,24.091,24.056,24.22,24.4,24.235,24.566,24.814,25.092,24.634,24.954,24.826,24.851,24.872,25.25,25.495,25.195,25.593,25.608,25.731,25.96,25.829,25.844,25.998,26.231,26.125,26.419,26.38,26.286,26.638,26.55,27.007,27.041,26.975,27.024,26.854,27.063,27.323,27.45,27.687,27.599,27.764,27.698,27.947,27.764,27.981,27.765,28.285,27.981,28.184,28.273,28.34,28.474,28.494,28.605,28.705,28.647,28.769,29.155,29.195,29.065,29.314,29.203,29.167,29.248,29.422,29.361,29.634,29.749,30.146,29.856,29.848,29.902,30.133,30.075,30.34,30.259,30.188,30.346
C01,X17,,1,16.141,16.639,16.743,16.86,16.864,16.845,16.951,17.095,17.186,17.261,17.323,17.385,17.413,17.455,17.4,17.518,17.595,17.622,17.76,17.806,17.997,17.975,18.341,18.174,18.331,18.352,18.503,18.708,18.835,19.168,19.409,19.595,19.889,20.289,20.439,20.953,21.54,21.721,22.123,22.815,22.903,23.249,23.39,23.494,23.861,23.925,23.93,24.072,23.832,24.188,23.777,24.077,23.979,23.911,24.126,24.145,23.992,23.684,24.072,24.276,24.048,24.021,24.199,24.141,24.199,24.395,23.974,24.34,23.936,23.572,24.019,24.028,23.724,23.921,24.115,23.696,23.89,23.978,23.833,23.631,23.907,23.809,23.858,23.929,24.11,23.969,23.822,24.066,24.217,23.961,24.121,24.037,24.222,24.305,24.37,24.3,24.724,24.636,24.413,24.29,24.593,24.704,24.704,25.037,25.185,25.12,25.157,25.844,25.175,25.443,25.385,25.774,25.675,25.856,25.758,25.988,26.133,26.065,26.219,26.562,26.236,26.529,26.628,26.727,26.887,26.826,26.952,27.151,27.141,27.107,27.654,27.229,27.544,27.505,27.245,27.516,27.24,27.726,27.726,27.792,27.538,28.208,28.008,27.87,27.908,28.025,28.257,28.391,28.633,28.494,28.65,28.702,28.88,28.74,28.779,28.899,28.539,28.871,29.195,28.806,29.035,29.25,29.024,29.361,29.23,29.44,29.515,29.319,29.523,29.658,29.563,30.01,29.744,30.207
C02,X18,,1,14.611,15.131,15.372,15.42,15.542,15.432,15.583,15.715,15.668,15.682,15.711,15.688,15.82,15.748,15.831,15.78,15.827,15.882,15.91,15.843,16.004,16.012,16.013,16.152,16.175,16.217,16.232,16.38,16.315,16.398,16.64,16.657,16.75,16.653,16.889,16.907,17.076,17.122,17.194,17.319,17.434,17.59,17.772,17.891,17.944,18.069,18.156,18.304,18.394,18.502,18.588,18.834,18.851,19.112,19.334,19.322,19.338,19.496,19.496,19.837,19.753,20.083,20.157,20.15,20.295,20.403,20.565,20.625,20.449,20.497,20.753,20.762,20.762,20.741,20.962,21.011,20.845,21.015,20.903,21.002,21.06,21.351,21.073,20.973,21.29,21.018,21.007,21.03,21.431,21.504,21.361,21.418,20.994,21.242,21.03,21.155,21.145,21.27,21.382,21.423,21.257,21.478,21.23,21.531,21.41,21.752,21.382,21.404,21.318,21.804,21.392,21.666,21.543,21.473,21.626,21.987,21.57,21.817,21.665,21.845,21.822,21.708,21.832,21.817,21.669,21.775,21.667,22.014,21.817,21.802,21.775,21.905,21.958,21.927,22.166,21.671,21.941,21.789,21.871,21.974,21.898,21.653,21.815,21.815,21.863,21.861,21.981,21.916,21.778,21.613,21.819,21.859,21.785,21.735,21.772,21.736,21.653,21.875,21.578,21.805,21.914,21.993,21.623,21.688,21.937,21.678,22.067,21.719,21.706,21.724,21.77,21.709,21.912,21.47
C03,X19,,1,13.796,14.083,14.259,14.425,14.485,14.606,14.617,14.795,14.746,14.756,14.809,14.894,14.941,14.922,14.977,14.925,14.971,14.971,15.109,15.041,15.228,15.21,15.404,15.404,15.4,15.607,15.761,15.909,15.982,16.149,16.336,16.574,16.778,17.042,17.361,17.71,17.964,18.285,18.772,19.345,19.988,20.42,21.248,21.747,22.139,22.981,23.319,23.961,24.137,24.465,24.581,24.715,24.423,24.632,25.289,24.811,24.713,24.71,24.96,24.997,25.184,24.743,25.418,25.61,25.501,24.894,24.889,24.977,25.07,24.929,25.568,24.997,25.274,24.972,25,25.08,25.08,25.251,25.077,24.849,24.653,24.804,25.238,24.372,24.58,24.603,24.071,24.784,24.52,24.457,24.342,25.057,24.994,24.856,25.032,24.576,24.641,24.746,24.799,25.145,24.814,25.09,25.172,25.617,25.46,25.782,25.57,25.596,26.139,26.187,26.458,26.601,26.309,26.656,27.163,27.284,27.018,27.582,27.626,27.941,27.863,28.182,28.668,28.603,29.288,28.813,29.11,29.223,29.375,29.235,30.138,30.208,30.199,30.57,30.724,30.521,30.966,31.261,31.343,31.293,31.99,32.079,32.294,32.211,32.656,32.308,32.626,32.486,32.944,32.778,32.909,33.107,33.453,33.419,33.433,33.655,33.49,33.877,33.931,33.676,33.966,34.125,34.181,34.292,34.611,34.569,34.721,34.618,34.901,34.874,34.86,34.812,35.298,35.366
C04,X20,,1,13.87,14.441,14.492,14.766,14.749,14.713,14.725,14.85,14.882,15.001,14.973,14.948,14.914,15.088,15.088,14.98,15.053,15.053,15.136,15.179,15.284,15.238,15.293,15.432,15.483,15.469,15.567,15.715,15.705,15.789,15.948,16.075,16.167,16.265,16.418,16.491,16.744,16.872,16.89,17.097,17.517,17.59,17.883,18.03,18.639,18.679,18.988,19.69,20.031,20.721,20.919,21.636,21.983,22.579,23.323,23.924,23.937,25.376,25.292,26.052,25.599,26.074,25.916,26.192,25.584,26.114,25.859,26.225,25.817,26.425,26.149,26.077,26.326,25.995,26.133,26.16,26.104,25.611,26.405,26.149,25.537,26.129,25.596,25.422,25.99,26.01,26.279,25.75,25.927,25.341,25.474,25.884,25.739,25.85,25.253,25.569,25.412,24.884,25.212,25.558,25.062,25.393,25.503,25.479,24.964,25.175,25.433,25.651,25.34,25.36,25.688,25.498,25.538,25.663,25.813,25.491,25.912,26.093,25.915,26.479,26.346,26.529,26.573,26.727,26.914,27.295,27.173,27.096,27.279,27.743,27.516,27.946,28.069,28.112,28.212,28.646,28.758,28.996,28.637,28.812,28.81,29.203,29.584,29.28,29.785,29.655,30.275,30.3,30.512,30.595,30.89,30.863,31.291,31.094,31.023,31.388,31.609,31.692,32.297,32.043,32.082,32.38,32.711,32.436,32.836,32.822,33.087,33.009,33.127,33.404,33.501,33.507,33.521,33.563
C05,X21,,1,13.204,13.47,13.586,13.771,13.877,13.86,13.92,13.984,13.987,13.994,14.044,14.072,14.035,14.069,14.069,14.097,14.087,14.17,14.114,14.212,14.232,14.27,14.24,14.296,14.212,14.387,14.404,14.329,14.404,14.459,14.398,14.551,14.611,14.71,14.698,14.773,14.914,14.767,14.896,14.96,15.019,15.176,15.38,15.423,15.722,15.765,15.935,16.14,16.452,16.699,16.868,17.309,17.631,17.725,18.198,18.629,18.867,19.413,20.079,20.947,21,21.553,22.012,22.478,23.452,23.896,24.723,24.839,25.125,26.591,25.983,26.658,26.824,28.014,27.378,28.264,27.433,28.02,28.423,28.667,29.849,28.284,28.575,28.737,28.644,28.327,28.708,28.758,29.347,28.957,28.951,28.723,28.498,28.774,29.034,28.354,28.771,28.664,28.739,27.819,28.15,28.178,28.178,27.604,28.078,27.659,28.408,27.554,27.295,27.924,27.67,27.372,27.273,27.483,27.273,26.815,27.129,26.424,26.66,26.727,26.65,26.695,26.463,26.286,26.058,26.246,26.149,26.268,26.065,26.361,25.97,25.905,26.355,26.345,26.307,26.22,26.384,26.538,26.152,26.385,26.709,27.24,26.543,26.985,27.025,27.223,27.068,26.924,27.444,27.03,27.627,27.843,28.381,27.66,27.782,27.82,28.069,28.014,28.059,27.837,28.536,28.558,29.219,28.475,28.731,28.47,28.962,28.765,29.163,29.27,29.508,29.177,29.189,29.514
C06,X22,,1,13.525,13.853,13.948,14.19,14.194,14.206,14.242,14.336,14.313,14.348,14.427,14.374,14.475,14.509,14.62,14.732,14.75,14.722,14.805,14.82,15.007,14.85,15.016,14.961,15.013,15.136,15.179,15.244,15.318,15.401,15.561,15.549,15.833,16.015,16.39,16.546,16.91,17.482,17.748,18.457,19.127,19.809,20.275,21.109,21.861,23.037,23.847,25.015,26.107,26.768,27.91,29.236,29.995,31.122,31.771,31.686,32.802,32.364,33.085,32.322,33.19,32.898,32.866,32.733,32.699,33.321,33.564,33.377,32.984,33.35,33.399,33.33,33.274,33.462,33.987,33.025,33.163,34.139,33.483,34.257,33.442,33.753,33.926,33.103,32.957,33.374,33.594,33.946,33.623,33.677,32.842,34.319,34.071,33.795,33.726,34.064,33.341,33.657,34.112,33.885,33.885,33.03,33.802,33.815,33.451,34.008,33.864,33.567,33.603,33.795,34.333,34.291,34.271,34.209,34.381,34.153,34.513,34.422,34.83,34.395,34.181,34.381,35.146,34.753,35.527,34.94,35.862,35.99,35.25,35.48,35.271,35.754,36.172,35.79,36.576,36.008,36.127,35.872,36.48,36.173,37.602,36.504,37.962,37.464,36.714,37.532,37.215,37.743,37.753,37.2,37.389,37.54,37.943,38.016,38.53,38.135,38.55,37.61,38.862,39.016,38.953,38.64,39.087,38.696,39.27,40.002,39.732,39.638,39.753,39.785,39.963,39.892,40.686,40.554
C07,X23,,1,14.364,14.85,15.035,15.211,15.278,15.326,15.422,15.472,15.424,15.383,15.465,15.469,15.463,15.556,15.666,15.587,15.716,15.661,15.799,15.815,15.948,16.012,16.124,16.346,16.589,16.799,17.035,17.295,17.644,17.811,18.302,18.514,18.861,19.484,19.884,20.26,20.736,21.443,21.901,22.537,23.375,24.193,24.808,25.076,25.778,26.617,27.15,27.761,28.715,29.042,29.159,29.514,29.634,30.235,30.054,30.217,30.032,29.397,30.423,30.879,30.337,30.374,30.291,30.127,30.208,30.577,30.294,30.411,30.964,29.97,30.079,30.783,30.617,30.448,30.752,30.534,30.617,29.958,30.69,30.549,29.959,30.383,30.588,29.953,30.137,29.485,29.343,29.006,29.651,29.592,28.813,28.778,28.995,29.022,28.565,28.41,27.642,27.532,27.417,27.047,27.516,27.736,27.461,27.659,27.113,26.887,27.113,26.975,26.607,27.179,26.734,26.849,26.75,26.766,26.943,26.815,26.88,26.81,26.826,26.865,27.036,26.832,26.876,26.81,27.08,27.157,27.311,27.013,27.444,27.494,27.24,27.615,27.544,27.671,27.853,27.736,28.151,28.112,28.416,28.453,28.395,28.788,28.893,28.948,28.736,29.13,29.252,29.442,29.545,29.545,29.646,29.893,30.21,30.124,30.331,30.448,30.448,30.696,30.995,31.102,31.085,31.245,31.63,31.688,32.226,32.102,32.09,32.232,32.351,32.544,32.614,32.869,33.188,33.175
C08,X24,,1,15.968,16.384,16.588,16.808,16.811,16.792,16.87,16.878,16.915,16.853,16.941,16.865,16.919,16.877,16.96,16.939,16.932,17.015,17.015,17.142,17.139,17.146,17.205,17.288,17.308,17.437,17.367,17.378,17.45,17.45,17.499,17.516,17.639,17.708,17.777,17.71,17.936,18.008,17.997,18.152,18.239,18.422,18.606,18.668,19.083,19.151,19.627,19.69,20.003,20.36,20.642,21.053,21.512,21.913,22.298,22.981,23.494,24.017,25.043,25.414,25.876,26.934,27.023,28.769,29.405,30.549,30.82,31.852,32.652,33.294,35.281,35.018,35.959,36.78,37.306,36.734,37.842,37.932,36.552,39.265,38.997,37.951,38.063,38.215,38.515,37.732,37.928,37.893,37.953,38.177,39.163,37.958,37.381,37.905,37.755,37.291,37.554,38.264,37.777,37.303,36.504,38.02,36.752,36.548,37.198,36.465,36.73,35.526,35.613,35.559,37.058,35.807,35.483,35.339,35.538,35.505,34.568,34.836,34.747,34.836,34.071,34.711,33.63,34.091,34.202,33.505,34.091,33.67,33.623,33.877,33.67,33.629,33.296,33.415,33.76,33.554,33.229,33.58,33.415,32.892,33.732,33.213,33.04,33.04,33.76,33.801,33.483,34.036,33.884,34.464,34.651,34.465,34.146,34.195,34.485,34.402,34.845,34.679,35.233,34.949,35.047,35.095,35.428,35.261,35.276,35.955,35.634,35.727,35.844,36.206,36.635,36.7,37.492,36.559
D01,X25,,1,15.425,15.847,15.941,15.996,16.045,16.099,16.119,16.202,16.129,16.118,16.203,16.153,16.26,16.161,16.216,16.194,16.186,16.269,16.186,16.313,16.308,16.288,16.263,16.318,16.368,16.411,16.398,16.436,16.509,16.564,16.557,16.602,16.778,16.875,16.834,16.851,17.076,17.066,17.056,17.292,17.295,17.506,17.549,17.697,17.861,17.791,18.045,18.248,18.256,18.529,18.505,18.585,18.851,18.945,19.251,19.156,19.56,19.663,19.69,19.948,20.169,20.332,20.544,20.815,21.071,21.096,21.341,21.567,21.888,22.464,21.971,22.063,22.949,22.428,22.843,23.226,23.142,23.23,23.667,24.738,24.902,24.472,25.265,24.952,25.133,24.934,25.782,25.75,26.231,26.417,26.412,26.132,26.843,27.146,26.743,27.003,27.67,27.505,27.857,28.37,27.792,27.792,28.067,28.515,28.298,28.267,27.802,28.299,28.452,27.896,27.697,28.723,27.934,28.475,28.375,28.498,28.788,28.079,28.151,28.41,28.305,27.934,27.979,28.492,28.156,27.985,27.92,27.262,27.803,28.019,26.578,28.388,27.544,27.201,27.245,27.654,26.992,27.201,27.45,27.047,27.041,26.631,26.819,27.372,26.914,26.56,26.819,26.813,26.891,26.698,26.797,26.929,26.469,25.999,26.785,26.382,26.161,25.912,26.01,25.568,26.098,25.926,26.031,25.843,25.736,26.308,25.584,25.464,25.476,25.33,24.654,25.318,24.912,25.381
D02,X26,,1,14.709,15.004,15.113,15.237,15.278,15.273,15.288,15.336,15.343,15.328,15.383,15.414,15.491,15.501,15.611,15.697,15.744,15.716,15.799,15.815,15.921,15.929,16.013,15.958,16.009,16.051,16.121,16.186,16.342,16.426,16.53,16.713,16.889,17.292,17.444,17.849,18.047,18.618,18.939,19.901,20.238,20.836,21.943,22.468,23.167,24.397,24.513,26.291,26.995,28.21,28.909,30.485,31.27,31.622,33.821,32.434,33.079,33.03,32.863,33.237,33.855,32.953,33.17,32.705,33.419,33.876,33.536,33.432,34.119,34.098,34.119,34.797,34.492,34.928,34.596,34.326,34.16,34.25,33.87,34.617,33.607,34.885,34.174,34.816,33.676,34.202,33.291,34.885,34.257,34.616,33.698,33.988,34.181,33.795,33.56,33.678,33.617,33.629,33.974,33.444,35.236,34.078,34.491,34.146,33.974,33.981,35.077,34.671,34.567,34.815,34.305,34.815,34.326,34.567,34.243,34.54,34.955,34.946,34.719,34.505,34.871,34.629,35.422,34.946,34.975,35.216,35.225,35.493,36.105,35.424,36.375,36.278,35.923,36.48,36.465,36.504,36.623,36.397,36.949,36.807,37.437,37.361,37.271,38.515,37.266,37.56,37.741,37.605,37.587,38.085,37.748,39.064,39.274,38.625,38.585,38.495,38.578,38.854,39.25,39.459,39.562,39.305,39.531,39.721,40.185,39.67,39.483,41.053,40.03,40.645,40.379,40.503,41.019,41.053
D03,X27,,1,14.487,14.774,14.932,15.106,15.119,15.139,15.154,15.228,15.153,15.219,15.192,15.222,15.271,15.253,15.335,15.366,15.385,15.302,15.468,15.539,15.561,15.569,15.681,15.819,16.036,16.162,16.259,16.519,16.647,16.896,17.056,17.35,17.639,17.791,18.276,18.57,18.851,19.393,19.769,20.289,20.821,21.28,21.999,22.551,23.417,24.064,24.291,25.376,26.19,26.712,26.967,27.96,28.221,28.21,28.946,28.553,29.616,29.619,29.23,29.409,29.866,30.124,29.488,29.545,29.183,28.886,29.545,29.108,29.248,29.749,29.885,29.897,29.98,29.397,29.811,29.897,29.925,30.014,29.446,29.553,29.849,29.693,28.823,29.29,29.225,28.796,28.929,28.482,28.547,28.322,28.482,28.31,27.919,27.808,27.626,27.913,27.312,27.284,26.755,26.854,26.689,26.854,26.606,26.169,26.287,26.058,25.708,25.872,25.615,25.526,25.357,25.526,25.62,25.47,25.703,25.656,25.47,25.403,25.501,25.486,25.656,25.538,25.636,25.955,25.92,26.136,26.149,25.991,26.203,26.251,26.302,26.457,26.438,26.483,26.638,26.551,26.467,26.925,27.008,27.13,27.262,27.267,27.428,27.455,27.549,27.831,27.787,28.252,28.273,28.522,28.401,28.841,28.52,28.989,29.084,29.369,29.231,29.452,29.666,29.664,30.004,30.109,30.438,30.331,30.617,30.771,31.011,31.15,31.131,31.489,31.449,31.731,31.771,32.066
D04,X28,,1,13.994,14.262,14.362,14.556,14.538,14.58,14.644,14.687,14.638,14.566,14.618,14.62,14.667,14.62,14.675,14.704,14.722,14.777,14.832,14.792,14.896,14.933,14.988,14.988,15.013,14.997,15.041,15.05,15.124,15.151,15.145,15.161,15.278,15.321,15.336,15.327,15.33,15.487,15.478,15.571,15.657,15.731,15.88,16.061,16.028,16.265,16.434,16.723,17.09,17.087,17.229,17.558,17.659,18.224,18.392,18.906,19.144,19.718,20.162,20.836,20.972,21.525,21.957,22.755,23.23,24.062,24.806,25.504,26.73,26.924,27.865,28.9,29.565,30.558,30.448,33.163,32.554,32.893,33.289,34.119,34.989,34.72,35.443,35.259,35.197,35.25,34.533,34.692,34.781,34.643,34.471,34.898,35.726,34.76,34.94,35.084,34.47,35.974,34.884,35.291,34.657,34.739,34.822,33.953,35.214,34.036,32.597,34.036,34.043,34.071,33.039,33.327,33.003,32.417,32.838,32.443,32.964,32.767,31.214,31.857,31.974,31.406,31.176,31.554,30.751,31.242,31.462,30.576,30.478,31.335,29.807,30.374,30.779,31.178,29.895,30.08,30.221,30.266,30.128,30.19,30.469,30.448,30.11,30.773,30.061,30.54,30.165,30.328,30.208,30.153,30.282,30.669,30.46,30.651,30.663,31.139,30.53,30.696,31.189,31.213,31.251,31.328,31.88,31.937,31.366,31.852,32.007,32.149,31.935,32.877,32.614,33.147,32.827,32.787
D05,X29,,1,13.895,14.058,14.181,14.399,14.406,14.446,14.456,14.498,14.502,14.511,14.536,14.51,14.529,14.565,14.592,14.511,14.611,14.611,14.694,14.709,14.758,14.74,14.739,14.767,14.82,14.942,14.902,14.939,15.068,15.151,15.256,15.438,15.556,15.793,16.03,16.408,16.688,17.038,17.526,18.124,18.794,19.781,20.191,20.97,21.75,22.815,23.93,24.987,26.107,27.1,28.354,29.209,30.743,32.066,32.519,33.682,33.911,36.164,36.33,36.178,36.681,37.807,36.77,37.306,37.683,36.204,37.195,36.454,38.74,37.588,38.38,38.091,37.759,37.306,36.946,37.011,36.762,36.853,37.713,35.64,35.929,35.742,36.27,36.999,35.805,35.939,34.809,35.492,35.553,34.864,35.492,34.677,35.367,33.547,35.326,35.112,33.231,33.381,33.974,34.353,33.361,33.83,32.534,33.484,34.305,32.821,32.983,33.209,33.162,33.602,32.626,33.823,33.334,32.858,33.251,33.684,34.706,34.284,34.471,34.174,34.981,34.849,34.236,35.112,34.45,34.857,35.308,36.902,36.546,36.17,36.623,36.36,36.974,36.59,37.459,36.669,37.976,37.308,37.888,37.193,37.796,39.573,38.266,39.04,39.226,39.688,39.483,39.597,39.771,39.715,40.071,40.2,39.966,40.784,40.801,41.15,41.122,41.288,40.967,42.005,41.225,41.77,42.248,42.13,41.904,42.858,42.861,43.383,42.331,43.974,43.374,43.973,44.158,43.189
D06,X30,,1,14.438,14.722,14.854,15.106,15.093,15.113,15.207,15.282,15.234,15.192,15.247,15.222,15.189,15.225,15.28,15.256,15.192,15.247,15.164,15.207,15.284,15.265,15.293,15.321,15.29,15.385,15.401,15.493,15.65,15.65,15.727,15.964,16.194,16.403,16.667,16.907,17.243,17.593,18.136,18.457,18.933,19.587,19.913,20.305,21.222,21.538,22.486,22.769,23.749,24.132,24.831,25.381,26.973,27.766,28.696,28.886,29.339,31.033,31.255,32.488,33.246,33.12,34.998,35.698,35.164,35.04,35.449,36.537,36.332,35.178,35.917,35.406,37.482,36.117,35.481,36.845,36.734,35.745,35.142,36.305,35.376,34.941,33.953,35.12,36.386,35.112,33.898,34.222,33.209,34.533,33.56,33.271,33.547,34.512,33.643,32.464,33.066,31.974,32.9,31.872,32.534,31.927,32.203,30.724,31.302,31.193,30.42,30.009,29.967,30.157,29.459,29.66,29.642,28.503,28.706,28.746,28.318,28.189,28.013,28.492,27.863,27.494,26.904,27.003,26.638,26.55,26.924,26.627,27.251,27.328,26.936,27.119,26.659,27.229,26.942,27.24,27.544,27.726,27.284,27.35,27.759,27.599,27.428,27.898,28.184,27.969,28.147,28.114,27.997,27.997,28.346,28.48,28.076,28.629,28.696,29.092,28.733,28.733,29.084,29.387,29.506,29.084,29.274,29.721,30.201,30.078,29.128,30.096,29.856,30.38,30.451,30.481,31.327,31.012
