"Medium_ES"	"Medium_p_UP"	"Medium_p_DN"	"Strain_ES"	"Strain_p_UP"	"Strain_p_DN"	"Interaction_ES"	"Interaction_p_UP"	"Interaction_p_DN"
"NAC_REP"	-0.86871	NA	0.44271	-0.72737	NA	0.63811	0.85103	0.38313	NA
"NADR_REP"	-0.65707	NA	0.79237	0.98716	0.57816	NA	-0.93442	NA	0.28164
"NAGC_DUAL"	-0.80949	NA	0.65431	0.68153	0.97648	NA	-0.84572	NA	0.58748
"NAGC_POS"	-0.89846	NA	0.60977	0.99825	0.58614	NA	-0.61272	NA	0.81354
"NAGC_REP"	-0.70211	NA	0.43145	0.93269	0.034854	NA	0.65278	0.31948	NA
"NANR_REP"	0.51823	0.90171	NA	0.53137	0.87664	NA	0.80821	0.32331	NA
"NARL_DUAL"	-0.60704	NA	0.8119	0.48154	0.91567	NA	-0.30528	NA	0.99204
"NARL_POS"	-0.43848	NA	0.82735	0.43291	0.88582	NA	-0.47098	NA	0.71189
"NARL_REP"	-0.53488	NA	0.6625	0.4441	0.9047	NA	-0.58208	NA	0.28703
"NARP_POS"	-0.4322	NA	0.84831	0.47345	0.89345	NA	-0.49188	NA	0.6985
"NARP_REP"	-0.30339	NA	0.99646	-0.30739	NA	0.98714	0.25421	0.98557	NA
"NEMR_REP"	0.47971	0.9698	NA	0.48029	0.9308	NA	0.42075	1	NA
"NHAR_DUAL"	0.73904	0.92405	NA	-0.3746	NA	0.97134	-0.53256	NA	0.92782
"NHAR_POS"	0.32199	1	NA	-0.80958	NA	0.5151	0.6531	0.65055	NA
"NIKR_REP"	-0.71965	NA	0.68385	0.62765	0.95474	NA	-0.78821	NA	0.51705
"NIMR_REP"	-0.56375	NA	0.92046	0.65754	0.9083	NA	0.65141	0.81028	NA
"NORR_POS"	0.59477	0.94575	NA	-0.47388	NA	0.96667	-0.71523	NA	0.7176
"NRDR_REP"	0.83926	0.54649	NA	0.92765	0.49682	NA	0.51362	0.8269	NA
"NSRR_REP"	0.4301	0.88526	NA	0.40944	0.88473	NA	-0.43046	NA	0.70911
"NTRC_POS"	-0.73433	NA	0.24225	-0.86197	NA	0.02172	0.59052	0.42324	NA
"NTRC_REP"	-0.94374	NA	0.34108	-0.79278	NA	0.56979	0.67715	0.67085	NA
"OMPR_POS"	-0.96691	NA	0.25026	-0.82216	NA	0.47527	0.94745	0.49122	NA
"OMPR_REP"	-0.9769	NA	0.15218	-0.91937	NA	0.20476	0.96979	0.35687	NA
"OXYR_POS"	-0.74681	NA	0.4249	0.63594	0.96688	NA	-0.81197	NA	0.064599
"OXYR_REP"	0.68858	0.72608	NA	0.81934	0.71331	NA	0.61402	0.66082	NA
"PAAX_REP"	-0.46697	NA	0.88051	-0.649	NA	0.66588	0.63441	0.54983	NA
"PDHR_POS"	-0.72147	NA	0.6954	-0.74093	NA	0.67927	0.34852	0.98683	NA
"PDHR_REP"	0.67927	0.54399	NA	0.61697	0.98509	NA	-0.60517	NA	0.47246
"PEPA_REP"	-0.89398	NA	0.60276	-0.91108	NA	0.47531	0.98555	0.35408	NA
"PGRR_REP"	0.70341	0.91517	NA	-0.82669	NA	0.67169	-0.73509	NA	0.7067
"PHOB_POS"	-0.90352	NA	0.038659	-0.82031	NA	0.10417	0.83914	1	NA
"PHOB_REP"	0.73054	0.58014	NA	0.53671	0.89362	NA	0.85928	0.44937	NA
"PHOP_POS"	-0.51847	NA	0.69985	-0.67607	NA	0.4092	-0.74945	NA	0.041434
"PHOP_REP"	-0.73065	NA	0.62347	-0.45612	NA	0.92245	-0.30912	NA	0.9903
"PRPR_POS"	0.60648	0.94192	NA	0.81484	0.95216	NA	0.86589	0.42828	NA
"PSPF_POS"	-0.71137	NA	0.67394	-0.66293	NA	0.75915	0.73092	0.54751	NA
"PURR_REP"	-0.61547	NA	0.67442	-0.69522	NA	0.42116	-0.62922	NA	0.47113
"PUTA_REP"	0.89555	0.66974	NA	-0.63674	NA	0.85523	0.91112	0.45094	NA
"PUUR_REP"	-0.79015	NA	0.63176	-0.82893	NA	0.47427	0.91253	0.39933	NA
"QSEB_POS"	0.46226	0.97478	NA	0.65963	0.95852	NA	0.70377	0.66584	NA
"RBSR_REP"	-0.77972	NA	0.62211	0.44891	0.93366	NA	0.83153	0.31452	NA
"RCDA_POS"	-0.80932	NA	0.58359	-0.86761	NA	0.40031	0.85542	0.32112	NA
"RCDA_REP"	0.50444	0.97821	NA	0.77035	0.97199	NA	0.44817	0.99942	NA
"RCNR_REP"	0.90582	0.5756	NA	0.80818	0.96701	NA	0.72681	0.67315	NA
"RCSAB_POS"	0.87865	0.46095	NA	0.90639	0.56847	NA	0.83352	0.38354	NA
"RCSAB_REP"	-0.72161	NA	0.68194	-0.87157	NA	0.41781	0.84085	0.34858	NA
"RCSB_POS"	0.84045	0.5533	NA	-0.89803	NA	0.16914	-0.94023	NA	0.013111
"RCSB_REP"	0.94912	0.60068	NA	-0.94405	NA	0.46454	-0.98186	NA	0.34001
"RCSB-BGLJ_POS"	0.72103	0.57539	NA	0.71724	0.98227	NA	0.74704	0.29991	NA
"RELB_REP"	-0.84993	NA	0.66478	0.51189	0.92099	NA	-0.76422	NA	0.67503
"RELB-RELE_REP"	-0.84993	NA	0.66478	0.51189	0.92099	NA	-0.76422	NA	0.67503
"RHAR_POS"	0.70587	0.92607	NA	0.63555	0.88764	NA	0.75415	0.65552	NA
"RHAS_DUAL"	0.70604	0.91798	NA	0.63571	0.88949	NA	0.75433	0.6654	NA
"RHAS_POS"	0.63081	0.92536	NA	0.61041	0.92748	NA	0.61223	0.72515	NA
"ROB_POS"	0.9115	0.42764	NA	-0.69629	NA	0.49057	-0.78954	NA	0.10937
"RSTA_POS"	-0.2746	NA	1	-0.36026	NA	0.97573	-0.7243	NA	0.65669
"RSTA_REP"	-0.97791	NA	0.35123	-0.93511	NA	0.37713	0.97571	0.48622	NA
"RTCR_POS"	-0.68289	NA	0.81036	0.37935	0.97819	NA	0.89135	0.48097	NA
"RUTR_POS"	-0.91192	NA	0.62243	-0.9126	NA	0.50824	-0.56078	NA	0.89176
"RUTR_REP"	-0.48695	NA	0.85241	-0.76012	NA	0.434	0.66938	0.46708	NA
"SDIA_POS"	-0.85047	NA	0.68034	-0.7614	NA	0.70963	0.55188	0.90167	NA
"SDIA_REP"	-0.78994	NA	0.67785	0.80595	0.96523	NA	-0.79987	NA	0.63188
"SGRR_POS"	0.50557	0.98287	NA	0.93581	0.77877	NA	0.87424	0.51746	NA
"SGRR_REP"	0.85479	0.5879	NA	0.44332	0.94757	NA	0.75121	0.59309	NA
"SIGMA19_POS"	-0.72147	NA	0.6954	-0.74093	NA	0.67927	0.34852	0.98683	NA
"SIGMA24_POS"	0.39847	0.91476	NA	0.77855	0.26465	NA	-0.4035	NA	0.71788
"SIGMA28_POS"	0.3983	0.91009	NA	0.38919	0.89735	NA	-0.76226	NA	0.016168
"SIGMA32_POS"	-0.3845	NA	0.84344	0.6461	0.80052	NA	0.60934	0.34027	NA
"SIGMA38_POS"	-0.51405	NA	0.62617	-0.83709	NA	0	0.52918	0.4901	NA
"SIGMA54_POS"	-0.53465	NA	0.61466	-0.44472	NA	0.76752	0.45843	0.65594	NA
"SIGMA70_POS"	-0.39088	NA	0.71547	0.5167	0.74763	NA	-0.35067	NA	0.68994
"SOXR_POS"	0.97714	0.5701	NA	-0.97393	NA	0.43028	-0.90395	NA	0.52229
"SOXS_POS"	0.88584	0.99072	NA	-0.67947	NA	0.44125	-0.79749	NA	0.030332
"SOXS_REP"	-0.85596	NA	0.66972	0.79177	0.93681	NA	-0.73992	NA	0.71121
"STPA_REP"	0.87774	0.53675	NA	0.7325	0.9578	NA	0.86796	0.29678	NA
"SUTR_REP"	0.8039	0.66177	NA	-0.94349	NA	0.35367	-0.66886	NA	0.72029
"TDCA_POS"	-0.38845	NA	0.99639	0.62078	0.9625	NA	0.48722	0.90379	NA
"TDCR_POS"	-0.38845	NA	0.99639	0.62078	0.9625	NA	0.48722	0.90379	NA
"TORR_POS"	0.93171	0.55228	NA	-0.98234	NA	0.18798	-0.93751	NA	0.091815
"TORR_REP"	0.90257	0.56696	NA	-0.92006	NA	0.45573	-0.91992	NA	0.39015
"TRER_REP"	-0.61154	NA	0.86369	-0.66254	NA	0.83906	0.77767	0.65067	NA
"TRPR_REP"	0.71677	0.66017	NA	-0.41743	NA	0.94784	-0.67037	NA	0.62287
"TYRR_POS"	0.52312	0.95348	NA	0.84241	0.95538	NA	-0.71398	NA	0.70746
"TYRR_REP"	-0.60355	NA	0.77588	-0.62253	NA	0.76526	0.80077	0.3136	NA
"UIDR_REP"	-0.65939	NA	0.80231	-0.64801	NA	0.81296	0.36757	0.9993	NA
"ULAR_REP"	0.27392	1	NA	0.65158	0.95482	NA	0.60781	0.6998	NA
"UVRY_POS"	0.70686	0.93278	NA	0.8691	0.98329	NA	0.48943	0.97264	NA
"UXUR_REP"	-0.35338	NA	0.99387	0.58502	0.9179	NA	0.75876	0.42797	NA
"XAPR_POS"	-0.71503	NA	0.81701	0.58717	0.89182	NA	-0.64075	NA	0.81359
"XYLR_POS"	0.67765	0.83115	NA	0.62286	0.93936	NA	0.88392	0.34839	NA
"YDEO_POS"	0.75396	0.5365	NA	-0.93411	NA	0.12018	-0.88633	NA	0.046591
"YDEO_REP"	-0.59718	NA	0.88325	-0.60366	NA	0.90689	-0.51132	NA	0.93895
"YEDW_POS"	-0.78073	NA	0.61161	0.76584	0.9388	NA	-0.82187	NA	0.39015
"YEDW_REP"	0.80852	0.6609	NA	0.49262	0.92302	NA	-0.90026	NA	0.28577
"YEFM_REP"	-0.71379	NA	0.80876	0.6306	0.87006	NA	-0.87844	NA	0.58134
"YEFM-YOEB_REP"	-0.71379	NA	0.80876	0.6306	0.87006	NA	-0.87844	NA	0.58134
"YIAJ_REP"	0.4868	0.96698	NA	0.6583	1	NA	-0.38721	NA	0.95871
"YJJQ_REP"	-0.67904	NA	0.65438	-0.34087	NA	0.97615	-0.68173	NA	0.6221
"YQHC_POS"	-0.96162	NA	0.55762	0.87212	0.98234	NA	-0.92696	NA	0.47256
"YQJI_REP"	0.6509	0.90584	NA	0.86625	0.94815	NA	0.93949	0.42371	NA
"ZRAR_POS"	0.5835	0.92053	NA	0.82021	0.9741	NA	0.5706	0.88884	NA
"ZUR_REP"	-0.29318	NA	1	-0.746	NA	0.67293	0.67557	0.65844	NA
