	compound	clean_strain	pretty_name	slope	std	stderr
63	putrescine	PUTR4-3	PUTR4-3	0.26391623873451214	0.004670633163028114	0.0019067780041900529
203	putrescine	proV_rpsG1_spoT	ΔproV rpsG1* spoT*	0.09381860609557552	0.021568821016645714	0.012452764620063261
179	putrescine	proV_cspC_ybeX	ΔproV ΔcspC ybeX::kan	0.13375028341382575	0.049995305909574704	0.028864803325110645
64	putrescine	PUTR5-6	PUTR5-6	0.22745506056917472	0.013697862236188286	0.005592128840933376
65	putrescine	PUTR7-7	PUTR7-7	0.31488107755246114	0.024133967908684655	0.009852651140830242
151	putrescine	nusA_sspA_ybeX	ΔproV sspA* nusA* ybeX::kan	0.0	0.0	0.0
183	putrescine	proV_mreB	ΔproV mreB*	0.2704014250033527	0.00885944053831806	0.005115000379667415
215	putrescine	ptsP	ptsP::kan	0.20792475070126645	0.08233095570908729	0.0475337994412807
172	putrescine	proV	proV::kan	0.13823862627724712	0.046760132129575416	0.015586710709858472
173	putrescine	proV_argG	ΔproV argG*	0.12356309650688428	0.03318160947862466	0.019157411164628987
212	putrescine	pstS	pstS::kan	0.06808611633014709	0.009037163272967613	0.0052176086483584514
238	putrescine	rpsG1	rpsG1*	0.232055864980145	0.010454726242678928	0.004268124115841359
56	putrescine	MG1655	K-12 MG1655	0.10336684288596172	0.07544230691471795	0.019479119885344752
240	putrescine	rpsG1_mpl	ΔproV rpsG1* mpl::kan	0.19635888645408053	0.009427938997191054	0.005443223117931626
204	putrescine	proV_spoT	ΔproV spoT*	0.0	0.0	0.0
211	putrescine	proV_yobF	ΔproV yobF::kan	0.1051482271659051	0.054039673510912635	0.0311998200484449
210	putrescine	proV_ygaC_edd/zwf	ΔproV ygaC* edd/zwf*	0.25566306053094084	0.03362685982216335	0.019414476570327823
244	putrescine	rpsG1_mreB_mpl	ΔproV rpsG1* mreB* mpl::kan	0.2726632137756183	0.005224667205044232	0.003016463017258497
209	putrescine	proV_ygaC		0.24333102814648055	0.014362649671340138	0.00829227965402452
246	putrescine	rpsG1_mreB_ybeX	ΔproV rpsG1* mreB* ybeX::kan	0.2692012113395914	0.010166339438144031	0.005869538811285565
208	putrescine	proV_wbbK	ΔproV wbbK::kan	0.12349546430199813	0.031263315082598386	0.012763194936703897
248	putrescine	rpsG1_mreB_ybeX_mpl	ΔproV rpsG1* mreB* ΔybeX mpl::kan	0.24232285037393433	0.008973822135050312	0.00518103862533112
149	putrescine	nusA_sspA_mpl	ΔproV sspA* nusA* mpl::kan	0.05308772557960884	0.09195063796215644	0.05308772557960884
250	putrescine	rpsG1_ybeX	ΔproV rpsG1* ybeX::kan	0.18162502554351967	0.006488366614697748	0.003746060211596726
175	putrescine	proV_cspC	ΔproV cspC::kan	0.12317291545271448	0.06029551476184336	0.020098504920614452
252	putrescine	rpsG1_ybeX_mpl	ΔproV rpsG1* ΔybeX mpl::kan	0.1385921399954751	0.006163188122550562	0.0035583183216208714
177	putrescine	proV_cspC_mpl	ΔproV ΔcspC mpl::kan	0.1918400880125386	0.016638449127213538	0.00960621308249463
242	putrescine	rpsG1_mreB	ΔproV rpsG1* mreB*	0.2800646015890584	0.003971198344201439	0.002292772433030097
67	putrescine	PUTR8-10	PUTR8-10	0.33604868303910873	0.024253476160428215	0.007001375495003701
